4.079,2.728
3.3987,3.9622
3.5685,3.4252
3.9327,2.8214
4.9064,0.14222
4.2881,1.6145
3.5333,3.2838
4.2574,1.6444
4.283,1.5581
4.1013,1.9797
4.278,1.5545
3.5518,3.1662
4.6202,0.75161
3.9536,2.4185
3.9263,2.1554
4.6686,0.58201
3.2157,3.6439
4.6627,0.43044
3.2442,3.4539
3.7815,2.7882
3.524,2.9202
4.3086,0.9346
4.1865,1.2386
3.813,2.0701
4.1304,1.3213
4.626,0.27397
4.3115,0.88697
4.3198,0.87881
4.0414,1.4879
3.8099,2.0411
4.6148,0.21563
4.4947,0.699
4.6347,0.076606
3.2416,3.226
3.0799,3.6244
3.9026,1.7835
3.7393,2.0229
4.1223,1.0506
3.2671,2.9478
3.7197,2.0181
4.5093,0.2322
4.198,0.87158
3.2336,2.9539
3.8191,1.7843
3.212,2.9433
4.174,0.83231
3.7785,1.6985
4.3828,0.22512
3.0498,3.0693
2.8408,3.5596
2.7611,3.9461
4.3722,-0.021241
3.4467,1.9541
2.9722,3.1138
4.2631,0.41057
3.8362,1.1427
3.8156,1.1977
2.7042,3.8876
3.4212,1.9304
4.2737,0.24552
3.819,1.014
4.2251,0.28286
2.9542,2.7531
3.9601,0.5788
3.4651,1.6521
3.9397,0.58802
2.6372,3.8153
4.176,0.30228
2.7095,3.4056
2.8657,2.8626
3.7865,0.88223
4.1458,0.31372
3.6004,1.2202
2.5912,3.8691
4.1486,0.025619
4.0972,0.37068
2.7363,3.1207
3.0901,2.0399
2.6106,3.4038
3.0099,2.1421
3.0068,2.1297
3.4091,1.4626
4.0696,-0.018406
2.7286,2.8714
3.656,0.89666
3.8043,0.48158
3.7641,0.5664
3.617,0.95258
3.4941,1.1436
3.2015,1.7336
2.8277,2.5171
2.5218,3.2819
2.9543,1.9847
3.4789,1.0086
3.1241,1.7672
3.9443,-0.070861
2.8872,2.0894
2.653,2.7312
2.8483,2.1672
3.1357,1.6164
2.425,3.4206
2.494,2.9367
3.4201,0.96297
3.6571,0.40539
3.0952,1.5805
2.4542,2.8985
3.1366,1.4044
3.3446,1.0046
2.3139,3.7605
3.3815,0.89762
3.647,0.12283
3.6408,0.17899
2.7911,1.9524
3.5728,0.40437
3.7684,-0.10389
2.3561,3.1
3.5975,0.28848
3.6077,0.18218
3.2483,1.1218
2.611,2.2904
3.2437,1.1249
3.6523,-0.0024591
2.6836,2.1188
2.3942,2.7532
2.9716,1.5074
3.6052,0.038418
2.5853,2.2179
2.2912,2.9275
2.5768,2.1266
3.5311,0.049361
2.2668,2.8791
2.2595,2.9222
2.356,2.5634
2.3075,2.6683
2.2042,3.0487
2.3319,2.445
3.3998,0.24831
3.3167,0.50671
2.5711,1.8658
2.9573,1.2206
2.2111,2.7734
2.4433,2.1529
3.4328,0.022849
2.9018,1.2392
3.4496,-0.046217
2.4315,2.108
2.368,2.2187
2.2447,2.4211
2.6629,1.6334
2.9271,1.1406
3.333,0.12386
2.0849,3.3809
3.1861,0.63196
2.4296,1.9354
2.1214,2.8212
2.2463,2.3217
2.097,3.0268
2.364,2.1209
2.1053,2.9023
2.0209,3.6225
3.3066,0.05083
2.8128,1.2279
3.2827,0.10806
2.4492,1.7924
2.024,3.4654
3.1279,0.4329
2.0769,2.6197
2.0132,2.987
2.3523,1.8241
3.2819,-0.12231
2.2562,2.0726
2.597,1.4032
2.9907,0.6557
2.3287,1.7898
2.6991,1.225
2.2842,1.8529
1.9699,2.5157
3.1595,-0.013329
3.0928,0.15988
3.1327,-0.05024
3.0639,0.13954
1.9621,2.3407
2.1569,1.8451
3.0883,-0.038015
1.8606,3.5717
2.9659,0.28164
1.8258,2.9474
1.8378,2.8408
1.1952,-1.329
2.1081,1.8478
1.1783,-1.3187
2.1604,1.7289
1.8322,2.4189
1.8095,2.8705
1.8108,2.6001
1.796,2.4523
3.0025,-0.050612
2.9454,0.061562
2.2194,1.5168
3.0209,-0.1978
2.8947,0.13859
2.0634,1.7159
2.3351,1.2128
1.7195,3.2899
2.7832,0.3597
1.9393,1.8592
1.717,3.2877
1.7502,3.533
1.721,2.334
3.0072,-0.44782
3.007,-0.46722
2.9272,-0.093058
2.8842,-0.00064522
1.7065,3.1908
2.8763,-0.010896
1.6993,2.1631
1.7236,2.9649
2.9219,-0.17285
2.6282,0.51347
1.6821,3.0375
2.2102,1.2499
2.2323,1.1717
2.2055,1.2489
1.6664,2.9945
2.927,-0.28259
1.6415,2.2223
2.7884,0.032061
1.7998,1.7423
2.9036,-0.55232
2.7451,0.073251
2.7553,-0.10089
1.5576,2.1972
1.6318,1.8921
2.6867,-0.065747
2.7862,-0.41185
1.5273,2.089
2.7337,-0.24697
2.7707,-0.37781
1.5467,1.9392
1.4816,2.1298
2.7123,-0.21786
2.7687,-0.44876
2.1015,0.88651
2.1638,0.75742
1.5992,1.6343
2.5246,0.14712
1.5301,1.8609
1.8013,1.2746
2.728,-0.35087
1.5287,1.6918
2.7118,-0.55658
2.6863,-0.57064
2.5173,-0.054644
1.4358,1.7367
1.3052,2.0437
1.3271,1.9992
1.7715,1.0867
0.59772,-0.71524
1.2751,1.9842
2.5803,-0.53691
1.4287,1.4596
1.8241,0.88163
0.56538,-0.77329
2.3673,-0.038927
1.7398,0.94726
0.56216,-0.64073
2.2476,0.15659
1.8653,0.78545
1.2709,1.6545
0.50651,-0.97715
1.535,1.1271
1.2199,1.6482
0.65344,0.27539
1.9548,0.49476
1.6909,0.92296
0.49769,-0.85699
1.8745,0.60864
0.47968,-0.89699
1.1576,1.5648
1.394,1.1686
0.58403,-0.21934
2.2695,-0.13198
