,0,1,2
0,1.2950674139596832,0.5713915391236976,14.887261117868308
1,1.3076622235491777,0.6441477896224415,23.125370975509355
2,1.296935146286595,1.1138890339522471,19.766568773239076
3,1.2787135400985252,1.200202394172392,15.657470833070377
4,1.1294182088434952,1.5955243464732698,0.14447973520885987
5,1.097841519761138,1.6533289644188738,8.823795706526251
6,1.0593273389737967,1.7178581814854672,19.129327634940978
7,1.0561058004481754,1.72299888556497,9.073812168626468
8,1.0129428530734133,1.788575825881976,8.530725875703073
9,1.0024800661161966,1.8036265991542773,10.934139315313152
10,0.9925744320336135,1.8175997494427285,8.525099737472356
11,0.9367829838385329,1.891765494700592,18.381826096555727
12,0.7854691791276794,2.062392442014802,3.8156569916514322
13,0.5709134848275479,2.2511577170825032,13.82804825448063
14,0.5689657530324163,2.2526519669031866,12.404143403600916
15,0.5427514801297091,2.272429626935626,2.922047078322064
16,0.45751716657281444,2.3326769225517494,22.09287970269529
17,0.3353144225501642,2.409286924564589,2.2224366982444654
18,0.20871159691596092,2.4779947053432294,20.960306245946256
19,0.20506258015258122,2.4798276700341626,15.662946251883573
20,0.19666774297040138,2.484014532377308,16.95378546555684
21,0.1062541096229078,2.5265324955363,5.358062378939553
22,0.04332638496941176,2.553462708456393,7.174696241884733
23,-0.044213491345632065,2.5875042583050716,12.165160998187806
24,-0.04810735705949141,2.5889292142981892,7.724200873057552
25,-0.069700184127521,2.5966964780562556,1.443868627219624
26,-0.10099406892590744,2.607553245828151,5.1085595815145926
27,-0.10691534030591923,2.6095548639951263,5.047591936608568
28,-0.12057439457754629,2.6141088940596577,8.779835783826437
29,-0.1353949049641414,2.618950989257458,11.990913896076234
30,-0.16037926824754206,2.626882448997278,1.1149336847600366
31,-0.1781610710672891,2.632352381947842,3.8258791403527384
32,-0.20274097510726835,2.639676727088508,0.27895104971714835
33,-0.23018363163081904,2.6475333702343704,19.654612827152903
34,-0.2665645195256072,2.6574349237707167,22.429743610736992
35,-0.280311103976989,2.661025585365472,10.443772553665577
36,-0.559880420418847,2.7169344664806316,12.026932721982671
37,-0.6403684307537787,2.7272504100909423,6.343867643443743
38,-0.6639627538106577,2.7298038159379745,17.84364874610031
39,-0.6772213305570622,2.731145981013454,12.027573888173228
40,-0.6893741194498928,2.7323178543094735,1.5986058724573518
41,-0.7339931317744883,2.736144331045833,5.397392087578336
